Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA12.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				2.57206e+07
A0A075B6H9	A0A075B6H9				2.8379e+06
A0A075B6I0	A0A075B6I0				2.60995e+07
A0A075B6I1	A0A075B6I1				3.36028e+06
A0A075B6I9	A0A075B6I9				2.22116e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				204096
A0A075B6K4	A0A075B6K0;A0A075B6K4				294404
A0A075B6K5	A0A075B6K5				805594
A0A075B6P5;P01615	P01615;A0A075B6P5				4.03099e+07
A0A075B6R2	A0A075B6R2				2.78937e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				9.30892e+06
A0A075B6S2	A0A075B6S2;A2NJV5				4.82344e+07
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				1.02538e+07
A0A087WSX0	A0A087WSX0				647461
A0A087WSY6	A0A087WSY6				3.13993e+07
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				5.76486e+07
A0A0A0MS15	A0A0A0MS15				5.60697e+06
A0A0A0MT89	A0A0A0MT89				1.9999e+06
A0A0B4J1U7	A0A0B4J1U7				1.08535e+07
A0A0B4J1V0	A0A0B4J1V0				739258
A0A0B4J1V2	A0A0B4J1V2				1.12803e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				2.36672e+07
A0A0B4J1Y8	A0A0B4J1Y8				4.58933e+06
A0A0B4J1Y9	A0A0B4J1Y9				3.88937e+07
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				9.72012e+06
A0A0C4DH24	A0A0C4DH24				942737
A0A0C4DH25	A0A0C4DH25				1.95518e+07
A0A0C4DH33	A0A0C4DH33				555450
A0A0C4DH34	A0A0C4DH34				2.3e+06
A0A0C4DH35	A0A0C4DH35				370980
A0A0C4DH36	A0A0C4DH36				1.55747e+06
A0A0C4DH38	A0A0C4DH38				5.53521e+06
A0A0C4DH43	A0A0C4DH43				4.88951e+06
A0A0C4DH67	A0A0C4DH67				356063
A0A0C4DH72	P01599;A0A0C4DH72				2.39343e+06
A0A0G2JS06	A0A0G2JS06				884928
A0A0J9YX35	A0A0J9YX35				2.06958e+06
A0A0J9YXX1	A0A0J9YXX1				2.78584e+06
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				1.13148e+08
A1L4H1	A1L4H1				1.60961e+06
A2RU67	A2RU67				214499
A5D6W6	A5D6W6				5.52491e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				692858
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				234472
A6NGN9	A6NGN9				3.19519e+06
A6NL88	A6NL88				1.32603e+06
A6NLU5	A6NLU5				2.14762e+07
A6NML5	A6NML5				1.0733e+06
A8MTW9	A8MTW9				1.734e+06
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				34958.4
B9A064;P0DOX8	B9A064;P0DOX8				4.27952e+07
C9JVW0	C9JVW0				4.38023e+06
I3L3R5	I3L3R5				413563
O00115;O00115-2	O00115;O00115-2				1.72063e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				1.22375e+07
O00187;O00187-2	O00187;O00187-2				692118
O00244	O00244				4.80878e+07
O00264	O00264;O00264-2				1.47194e+06
O00299	O00299				332988
O00339;O00339-2	O00339;O00339-2;O00339-3				755229
O00391	O00391;O00391-2				7.36566e+06
O00451	O00451;O00451-2;O00451-3				6.84444e+06
O00461	O00461				4.22242e+06
O00462	O00462				2.971e+06
O00468-6	O00468-6;O00468-7				8.3059e+06
O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9	O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9				256488
O00533	O00533				4.8613e+06
O00533-2	O00533;O00533-2				5.66776e+07
O00567	O00567				136451
O00584	O00584				4.24426e+06
O00754;O00754-2	O00754;O00754-2				864384
O14498	O14498				1.12684e+07
O14514	O14514				1.15258e+06
O14522	O14522;O14522-1				1.05319e+06
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				361940
O14594	O14594				1.68507e+07
O14668;O14668-2	O14668;O14668-2				453784
O14672	O14672				1.89984e+06
O14745	O14745				61355.9
O14773	O14773				3.68131e+06
O14786;O14786-2;O14786-3	O14786;O14786-2;O14786-3				4.18796e+06
O14791-2	O14791;O14791-2;O14791-3				3.69621e+06
O14793	O14793				821302
O14810	O14810;Q6PUV4				785147
O14917;O14917-2	O14917;O14917-2				2.00973e+06
O15031	O15031				3.18454e+06
O15041;O15041-2	O15041;O15041-2				210320
O15197;O15197-3	O15197;O15197-3				2.68573e+06
O15204;O15204-2	O15204;O15204-2				573285
O15230	O15230				894919
O15232;O15232-2	O15232;O15232-2				813861
O15240	O15240				6.95168e+07
O15335	O15335				1.08768e+06
O15354	O15354				8.12467e+06
O15389;Q08ET2	O15389;Q08ET2				1.67954e+06
O15394	O15394;O15394-2				1.30423e+07
O15400;O15400-2	O15400;O15400-2				537956
O15466;O15466-2	O15466;O15466-2				553708
O15540;O15540-2	O15540;O15540-2				1.81632e+06
O43155	O43155				276056
O43157	O43157;O43157-2;O43157-3				4.7064e+06
O43173	O43173				1.22284e+06
O43240	O43240				365038
O43278;O43278-2	O43278;O43278-2				788745
O43286	O43286				1.22506e+06
O43291	O43291				2.45588e+06
O43300	O43300				961239
O43323	O43323				125173
O43405;O43405-2	O43405;O43405-2				4.29101e+06
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-7				1.26365e+07
O43504	O43504				397028
O43505	O43505				2.23707e+08
O43508	O43508				425043
O43508-2;O75888;O75888-2;O75888-4;O75888-5	O75888;O43508-2;O75888-2;O75888-4;O75888-5				180493
O43529	O43529				3.72966e+06
O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4				5.22042e+06
O43567	O43567				2.47762e+06
O43581-2;O43581-3;O43581-5	O43581-2;O43581-3;O43581-5				278278
O43736;O43736-2	O43736;O43736-2				258880
O43827	O43827				2.09014e+06
O43852;O43852-2;O43852-3;O43852-4;O43852-5;O43852-9	O43852;O43852-15;O43852-2;O43852-3;O43852-4;O43852-5;O43852-9				710790
O43854;O43854-2	O43854;O43854-2				66215.4
O43866	O43866				1.56024e+06
O43897;O43897-2	O43897;O43897-2				237556
O43909	O43909				176490
O43916	O43916				468136
O60241;O60241-2;O60241-3;O60241-4	O60241;O60241-2;O60241-3;O60241-4				6.27195e+06
O60242	O60242				974146
O60243	O60243				565893
O60245;O60245-2	O60245;O60245-2				1.76631e+06
O60279	O60279				7.30241e+06
O60291;O60291-2;O60291-3;O60291-4	O60291;O60291-2;O60291-3;O60291-4				1.00413e+06
O60330;O60330-2	O60330;Q9Y5G5;Q9Y5G8;Q9Y5G9;O60330-2;Q9Y5G5-2;Q9Y5G8-2;Q9Y5G9-2				433846
O60449;O60449-2;O60449-3	O60449;O60449-2;O60449-3				403287
O60462;O60462-2;O60462-3;O60462-4;O60462-5	O60462;O60462-2;O60462-3;O60462-4;O60462-5;O60462-6				1.64427e+06
O60476	O60476				955438
O60477	O60477;Q76B58;O60477-3;Q76B58-2				311076
O60512	O60512				519082
O60565	O60565				235145
O60568	O60568				2.70107e+06
O60613	O60613				260848
O60883	O60883				5.18382e+07
O60888-3	O60888-3				1.36187e+06
O60939	O60939				1.22195e+06
O75019;O75019-2	O75019;O75019-2				227458
O75063	O75063				1.12617e+06
O75071	O75071				5.23693e+06
O75077;O75077-2;O75077-3	O75077;O75077-2;O75077-3				4.94824e+06
O75078	O75078;O75078-2				2.54357e+06
O75083	O75083;O75083-3				659921
O75084;Q14332	O75084;Q14332				300279
O75096	O75096				195491
O75144;O75144-2	O75144;O75144-2;O75144-3				4.57736e+06
O75173;O75173-2	O75173;O75173-2				3.46205e+06
O75223	O75223;O75223-3				1.18281e+06
O75326	O75326;O75326-2				1.31073e+07
O75339	O75339				151339
O75347	O75347;O75347-2				733105
O75354;O75354-2;O75354-3	O75354;O75354-2;O75354-3				395949
O75368	O75368				2.07191e+06
O75487	O75487;O75487-2				279052
O75493	O75493				4.19072e+06
O75503	O75503				1.19506e+06
O75509	O75509				8.27676e+06
O75629	O75629				8.4268e+06
O75636;O75636-2	O75636;O75636-2				326580
O75711	O75711				4.16661e+06
O75752	O75752				3.01255e+06
O75781;O75781-2	O75781;O75781-2				1.75812e+06
O75787;O75787-2	O75787;O75787-2				3.72903e+06
O75828	O75828				819663
O75874	O75874				1.1414e+06
O75882;O75882-2;O75882-3	O75882;O75882-2;O75882-3				4.93905e+06
O75973	O75973				255916
O75976	O75976				692972
O76061	O76061				784661
O76070	O76070				539830
O94760	O94760;O94760-2				3.27671e+06
O94766	O94766				323933
O94769	O94769;O94769-2				2.72669e+06
O94772;O94772-2	O94772;O94772-2				1.5901e+07
O94779;O94779-2	O94779;O94779-2;O94779-4				419464
O94856-11	O94856;O94856-10;O94856-11;O94856-12;O94856-13;O94856-3;O94856-4;O94856-5;O94856-6;O94856-7;O94856-8;O94856-9				1.30637e+07
O94898	O94898				379711
O94910	O94910;O94910-2				4.14485e+06
O94919	O94919				1.3592e+07
O94933	O94933				787087
O94985	O94985				493243
O94985-2	O94985;O94985-2				7.52418e+07
O94991	O94991;O94991-2				1.50247e+06
O95084;O95084-2	O95084;O95084-2				463681
O95157	O95157				377137
O95158	O95158				9.0941e+06
O95159	O95159				332318
O95164	O95164				261007
O95185;O95185-2	O95185;O95185-2				1.2878e+06
O95196;O95196-2	O95196;O95196-2				2.79415e+06
O95206;O95206-2	O95206;O95206-2				5.29984e+06
O95297;O95297-2;O95297-3	O95297;O95297-2;O95297-3;O95297-4				403276
O95336	O95336				157912
O95390	O95390				883233
O95428;O95428-5;O95428-6	O95428;O95428-3;O95428-4;O95428-5;O95428-6				1.43665e+06
O95445	O95445;O95445-2				5.48387e+06
O95450;O95450-2	O95450;O95450-2				986797
O95467	O95467				1.3427e+06
O95479;O95479-2	O95479;O95479-2				238190
O95490;O95490-2;O95490-3;O95490-4;O95490-5;O95490-6;O95490-7	O95490;O95490-2;O95490-3;O95490-4;O95490-5;O95490-6;O95490-7				328773
O95497	O95497				196394
O95502	O95502				5.40248e+07
O95747	O95747				37931.7
O95782;O95782-2	O95782;O95782-2				140277
O95841	O95841				661074
O95865	O95865				438315
O95897	O95897				497425
O95967	O95967				4.6761e+06
O95970;O95970-3	O95970;O95970-3				113497
O95980	O95980				2.10809e+06
P00338;P00338-3	P00338;P00338-3;P00338-4				3.34114e+06
P00352	P00352				322872
P00390;P00390-2;P00390-3	P00390;P00390-2;P00390-3;P00390-4;P00390-5				1.31636e+06
P00441	P00441				1.45806e+08
P00450	P00450				6.18967e+07
P00488	P00488				506591
P00492	P00492				1.27553e+06
P00505	P00505;P00505-2				1.79403e+06
P00533;P00533-3;P00533-4	P00533;P00533-2;P00533-3;P00533-4				767286
P00558	P00558;P00558-2				1.08685e+06
P00568	P00568				144071
P00734	P00734				2.05702e+07
P00736	P00736				3.91236e+07
P00738	P00738;P00738-2				1.98685e+08
P00739;P00739-2	P00739;P00739-2				1.30808e+06
P00740;P00740-2	P00740;P00740-2				804433
P00742	P00742				5.52477e+06
P00746	P00746				5.30265e+06
P00747	P00747				3.89627e+07
P00748	P00748				2.93132e+07
P00751	P00751;P00751-2				5.0573e+07
P00915	P00915				1.51089e+06
P00918	P00918				833191
P01008	P01008				1.94469e+08
P01009	P01009;P01009-2;P01009-3				5.7412e+08
P01011	P01011				3.23377e+08
P01019	P01019				1.64628e+08
P01023	P01023				1.60408e+08
P01024	P01024				2.28177e+08
P01031	P01031				6.55578e+06
P01033	P01033				2.18258e+07
P01034	P01034				5.30042e+08
P01040	P01040				592077
P01042	P01042;P01042-2;P01042-3				7.09974e+07
P01042-2;P01042-3	P01042-2;P01042-3				2.68704e+07
P01127;P01127-2	P01127;P01127-2				2.38457e+07
P01130;P01130-2;P01130-3;P01130-4;P01130-5;P01130-6	P01130;P01130-2;P01130-3;P01130-4;P01130-5;P01130-6				201833
P01210	P01210				3.60591e+07
P01213	P01213				1.89937e+06
P01236	P01236				86006.1
P01258;P01258-2;P06881	P01258;P06881;P10092;P01258-2				224156
P01282;P01282-2	P01282;P01282-2				720349
P01303	P01303				2.48031e+06
P01344;P01344-2;P01344-3	P01344;P01344-2;P01344-3				1.55356e+07
P01591	P01591				5.91099e+06
P01593;P01594	P01593;P01594				8.5435e+06
P01602	P01602				1.84149e+06
P01619	P01619				7.70575e+07
P01700	P01700				1.12216e+07
P01701	P01701				2.96425e+07
P01705	P01705				254766
P01709	P01709				1.94443e+06
P01714	P01714				1.63232e+06
P01717	P01717;P01718				8.75548e+06
P01721	P01721				1.30206e+06
P01768;P0DP03	P01768;P01772;P0DP02;P0DP03				5.68705e+06
P01780	P01780				1.71736e+07
P01817	P01817				1.19435e+06
P01833	P01833				897116
P01834	P01834				9.9216e+07
P01859;P01859-1	P01859;P01859-1				1.44561e+08
P01860;P01860-1	P01860;P01860-1				4.86144e+06
P01861;P01861-1	P01861;P01861-1				1.32244e+07
P01871;P01871-1	P01871;P0DOX6;P01871-1				4.30208e+07
P01876;P01876-1	P01876;P01876-1				9.83401e+07
P01889	P01889;P04439;P04439-2				2.75264e+06
P01903	P01903;P01906				614394
P01911	P01911				649380
P02042	P02042				558466
P02144	P02144				186839
P02452	P02452				1.16125e+07
P02461	P02461;P02461-2				1.35194e+06
P02462	P02462				1.34239e+06
P02533	P02533				1.08682e+06
P02538	O95678;P02538;P48668				2.29082e+06
P02647	P02647				5.52843e+08
P02649	P02649				1.97488e+09
P02652	P02652				1.78174e+08
P02654	P02654				1.57466e+07
P02655	P02655				1.17692e+06
P02656	P02656				3.34644e+06
P02671	P02671;P02671-2				6.16089e+07
P02675	P02675				3.86058e+07
P02679;P02679-2	P02679;P02679-2				5.42048e+07
P02686;P02686-3;P02686-4;P02686-5;P02686-6	P02686;P02686-3;P02686-4;P02686-5;P02686-6				27796.3
P02741	P02741;P02741-2				669037
P02743	P02743				2.44798e+06
P02745	P02745				2.40464e+07
P02746	P02746				4.3323e+07
P02747	P02747				4.37931e+07
P02748	P02748				1.67057e+07
P02749	P02749				2.42552e+07
P02750	P02750				6.08582e+07
P02751;P02751-1	P02751;P02751-1;P02751-10;P02751-11;P02751-12;P02751-13;P02751-14;P02751-16;P02751-17;P02751-2;P02751-3;P02751-4;P02751-5;P02751-6;P02751-7;P02751-8;P02751-9				7.98862e+07
P02753	P02753				4.96252e+07
P02760	P02760				1.96638e+07
P02763	P02763				8.16896e+08
P02765	P02765				9.55886e+07
P02766	P02766				1.55916e+09
P02768	P02768				2.54577e+09
P02774;P02774-3	P02774;P02774-2;P02774-3				3.33426e+08
P02786	P02786				414856
P02787	P02787				1.11484e+09
P02788;P02788-2	P02788;P02788-2				3.36891e+06
P02790	P02790				5.87288e+08
P02792	P02792				1.76328e+06
P02794	P02794				2.83644e+06
P03950	P03950				921881
P03951	P03951;P03951-2				1.17932e+06
P03952	P03952				4.23511e+06
P04003	P04003				443694
P04004	P04004				3.6292e+07
P04040	P04040				506477
P04062;P04062-2;P04062-4;P04062-5	P04062;P04062-2;P04062-4;P04062-5				1.19271e+06
P04066	P04066				3.00741e+06
P04070;P04070-2	P04070;P04070-2				2.23235e+06
P04075	P04075;P09972;P04075-2				1.88158e+07
P04080	P04080				1.92497e+06
P04083	P04083				32326.5
P04085;P04085-2	P04085;P04085-2				2.77281e+06
P04114	P04114				2.1386e+06
P04156	P04156				1.70899e+08
P04179	P04179;P04179-2;P04179-3;P04179-4				6.68243e+06
P04180	P04180				4.73873e+06
P04196	P04196				2.4651e+07
P04216	P04216				1.18591e+08
P04217	P04217;P04217-2				1.49548e+08
P04217-2	P04217-2				588037
P04233-2;P04233-5	P04233;P04233-2;P04233-4;P04233-5				1.2553e+06
P04259	P04259;P48668				599667
P04264	P04259;P04264				1.07488e+08
P04271	P04271				558273
P04275	P04275				1.18997e+06
P04278	P04278;P04278-2;P04278-3;P04278-4;P04278-5				2.69101e+06
P04350;P07437;P68371	P04350;P07437;P68371				79162.7
P04406	P04406;P04406-2				3.53672e+06
P04430	P04430				1.89098e+06
P04439;P04439-2	P04439;P04439-2				2.82365e+06
P04629;P04629-2;P04629-3;P04629-4	P04629;P04629-2;P04629-3;P04629-4				123167
P04792	P04792				480389
P04908;P0C0S5;P0C0S8;P16104;P20671;Q16777;Q6FI13;Q71UI9;Q71UI9-2;Q71UI9-5;Q7L7L0;Q8IUE6;Q93077;Q96KK5;Q96QV6;Q99878;Q9BTM1;Q9BTM1-2	P04908;P0C0S5;P0C0S8;P16104;P20671;Q16777;Q6FI13;Q71UI9;Q7L7L0;Q8IUE6;Q93077;Q96KK5;Q96QV6;Q99878;Q9BTM1;Q71UI9-2;Q71UI9-5;Q9BTM1-2				87335.6
P05023;P05023-2;P05023-4	P05023;P05023-2;P05023-4				303670
P05026;P05026-2	P05026;P05026-2				486825
P05060	P05060				1.79844e+08
P05067;P05067-11;P05067-8	P05067;P05067-4;P05067-10;P05067-11;P05067-3;P05067-5;P05067-6;P05067-7;P05067-8;P05067-9				4.74158e+07
P05089;P05089-2;P05089-3	P05089;P05089-2;P05089-3				173022
P05090	P05090				7.07499e+08
P05107	P05107				419762
P05109	P05109				355406
P05121	P05121				112320
P05154	P05154				4.67714e+06
P05155;P05155-3	P05155;P05155-2;P05155-3				1.80996e+08
P05156	P05156				1.07361e+07
P05160	P05160				651615
P05362	P05362				604134
P05408;P05408-2	P05408;P05408-2				7.90727e+07
P05413	P05413				2.62717e+06
P05451	P05451;P48304				139096
P05452	P05452				5.61266e+07
P05543	P05543				1.62736e+07
P05546	P05546				3.11391e+07
P05556;P05556-2;P05556-3;P05556-4;P05556-5	P05556;P05556-2;P05556-5;P05556-3;P05556-4				497357
P05937	P05937;P05937-2				1.95077e+06
P05997	P05997				456049
P06276	P06276				2.31814e+06
P06280	P06280				151995
P06307	P06307				1.07718e+07
P06312	P06312				8.49747e+07
P06331	P01824;P01825;P06331;A0A0C4DH41;P0DP06;P0DP08				1.48021e+07
P06396	P06396;P06396-2;P06396-3;P06396-4				1.68826e+08
P06396-2	P06396-2				1.45183e+06
P06681	P06681;P06681-2;P06681-3				5.34397e+06
P06702	P06702				545388
P06703	P06703				792499
P06727	P06727				3.37577e+07
P06733	P06733;P06733-2				2.51023e+06
P06744;P06744-2	P06744;P06744-2				2.02934e+06
P06865	P06865				6.51177e+06
P07093-2;P07093-3	P07093;P07093-2;P07093-3				2.50627e+06
P07108;P07108-2;P07108-3;P07108-4;P07108-5	P07108;P07108-2;P07108-3;P07108-4;P07108-5;P07108-6				5.99318e+06
P07195	P00338;P07195;P07864;Q6ZMR3;P00338-3;P00338-2;P00338-4;P00338-5				1.47883e+07
P07196	P07196				165988
P07225	P07225				1.97387e+07
P07237	P07237				883624
P07311	P07311				869435
P07333	P07333;P07333-2				2.64623e+07
P07339	P07339				3.38687e+07
P07355;P07355-2	A6NMY6;P07355;P07355-2				348709
P07357	P07357				1.20308e+07
P07358	P07358				1.20623e+07
P07360	P07360				4.29613e+06
P07451	P07451				113513
P07492	P07492;P07492-2;P07492-3				328008
P07585	P07585;P07585-4				1.23177e+07
P07602;P07602-2;P07602-3	P07602;P07602-2;P07602-3				4.91606e+07
P07686	P07686				5.95995e+06
P07711	P07711;P07711-3				7.54237e+06
P07737	P07737				1.85507e+06
P07858	P07858				3.14934e+07
P07900;P07900-2	P07900;P07900-2				613664
P07942	P07942				1.5783e+06
P07996	P07996;P07996-2				871711
P07998	P07998				2.18347e+07
P08123	P08123				5.29556e+06
P08133;P08133-2	P08133;P08133-2				154969
P08174;P08174-2;P08174-3;P08174-4;P08174-5;P08174-6;P08174-7	P08174;P08174-2;P08174-3;P08174-4;P08174-5;P08174-6;P08174-7				1.46103e+06
P08185	P08185				2.15042e+07
P08195;P08195-2;P08195-3;P08195-4;P08195-5	P08195;P08195-4;P08195-2;P08195-3;P08195-5				4.89852e+06
P08236;P08236-3	P08236;P08236-2;P08236-3				193261
P08238	P07900;P08238;P07900-2				271418
P08253	P08253;P08253-2;P08253-3				5.92455e+06
P08254	P08254;P09238				299754
P08294	P08294				5.58611e+07
P08493-2	P08493;P08493-2				1.31858e+07
P08571	P08571				3.91095e+07
P08572	P08572				1.315e+06
P08581;P08581-2	P08581;P08581-2				437886
P08582	P08582				902955
P08603	P08603				4.21387e+07
P08637	P08637				2.92973e+06
P08670	P08670;P17661				1.07318e+06
P08697	P08697;P08697-2				6.96777e+07
P08758	P08758				1.08136e+06
P08779	P08779				5.3671e+06
P09104	P09104;P09104-2				4.40079e+06
P09211	P09211				3.44606e+06
P09382	P09382				7.66047e+06
